WadeInstrFirst,Gender,WadeGPA,Instructors,ICESRating,Subject,WadeInstrLast,GrayInstrFirst,CRN,Salary,ICESTA,Course
,NONE,NONE,"M,Eagen-Jones;M,Perez;",NONE,MUS,,,73465,,,132
,NONE,NONE,"M,Broussard;M,Eagen-Jones;",OUTSTANDING,MUS,,,73466,,True,132
,NONE,NONE,"M,Eagen-Jones;W,Sharp;",EXCELLENT,MUS,,,73467,,True,132
,NONE,NONE,"M,Eagen-Jones;S,Lampe;",OUTSTANDING,MUS,,,73468,,True,132
,NONE,NONE,"M,Eagen-Jones;S,Lampe;",OUTSTANDING,MUS,,,73469,,True,132
,NONE,NONE,"M,Eagen-Jones;S,Lampe;",OUTSTANDING,MUS,,,73470,,True,132
,NONE,NONE,"M,Broussard;M,Eagen-Jones;",OUTSTANDING,MUS,,,73471,,True,132
,NONE,NONE,"M,Eagen-Jones;I,Nutting;",EXCELLENT,MUS,,,75493,,True,132
,NONE,NONE,"M,Eagen-Jones;S,Lampe;",OUTSTANDING,MUS,,,75494,,True,132
,NONE,NONE,"M,Eagen-Jones;W,Sharp;",EXCELLENT,MUS,,,75495,,True,132
,NONE,NONE,"M,Eagen-Jones;W,Sharp;",EXCELLENT,MUS,,,75496,,True,132
,NONE,NONE,"M,Eagen-Jones;I,Nutting;",EXCELLENT,MUS,,,75497,,True,132
,NONE,NONE,"M,Eagen-Jones;W,Sharp;",EXCELLENT,MUS,,,75498,,True,132
,NONE,NONE,"M,Eagen-Jones;M,Perez;",NONE,MUS,,,75499,,,132
,NONE,NONE,"M,Eagen-Jones;M,Perez;",NONE,MUS,,,75502,,,132
,NONE,NONE,"M,Broussard;M,Eagen-Jones;",OUTSTANDING,MUS,,,75513,,True,132
,NONE,NONE,"M,Broussard;M,Eagen-Jones;",OUTSTANDING,MUS,,,75514,,True,132
,NONE,NONE,"M,Broussard;M,Eagen-Jones;",OUTSTANDING,MUS,,,75515,,True,132
,NONE,NONE,"M,Eagen-Jones;W,Sharp;",EXCELLENT,MUS,,,75516,,True,132
m,NONE,3.79,"M,Eagen-Jones;N,Vallier;",NONE,MUS,eagen-jones,,73319,,,132
,NONE,NONE,"S,Kwilecki;J,Smith;",EXCELLENT,MUS,,,37729,,True,133
,NONE,NONE,"M,Miller;J,Smith;",OUTSTANDING,MUS,,,37732,,True,133
,NONE,NONE,"M,Miller;J,Smith;",OUTSTANDING,MUS,,,37733,,True,133
,NONE,NONE,"J,Balcor;J,Smith;",OUTSTANDING,MUS,,,37735,,True,133
,NONE,NONE,"J,Balcor;J,Smith;",OUTSTANDING,MUS,,,37737,,True,133
,NONE,NONE,"M,Miller;J,Smith;",OUTSTANDING,MUS,,,37738,,True,133
,NONE,NONE,"A,Dorion;J,Smith;",EXCELLENT,MUS,,,37739,,True,133
,NONE,NONE,"J,Balcor;J,Smith;",OUTSTANDING,MUS,,,37740,,True,133
,NONE,NONE,"J,Balcor;J,Smith;",OUTSTANDING,MUS,,,37741,,True,133
,NONE,NONE,"S,Kwilecki;J,Smith;",EXCELLENT,MUS,,,37742,,True,133
,NONE,NONE,"J,Balcor;J,Smith;",OUTSTANDING,MUS,,,37743,,True,133
,NONE,NONE,"M,Miller;J,Smith;",OUTSTANDING,MUS,,,37744,,True,133
,NONE,NONE,"R,Bell;J,Smith;",EXCELLENT,MUS,,,75811,,True,133
,NONE,NONE,"S,Kwilecki;J,Smith;",EXCELLENT,MUS,,,75812,,True,133
,NONE,NONE,"A,Dorion;J,Smith;",EXCELLENT,MUS,,,75813,,True,133
,NONE,NONE,"R,Bell;J,Smith;",EXCELLENT,MUS,,,37750,,True,133
,NONE,NONE,"R,Bell;J,Smith;",EXCELLENT,MUS,,,37755,,True,133
,NONE,NONE,"S,Kwilecki;J,Smith;",EXCELLENT,MUS,,,37760,,True,133
,NONE,NONE,"R,Bell;J,Smith;",EXCELLENT,MUS,,,37762,,True,133
,NONE,NONE,"S,Kwilecki;J,Smith;",EXCELLENT,MUS,,,37816,,True,133
,NONE,NONE,"A,Dorion;J,Smith;",EXCELLENT,MUS,,,37817,,True,133
,NONE,NONE,"M,Miller;J,Smith;",OUTSTANDING,MUS,,,37820,,True,133
,NONE,NONE,"A,Dorion;J,Smith;",EXCELLENT,MUS,,,37821,,True,133
,NONE,NONE,"A,Dorion;J,Smith;",EXCELLENT,MUS,,,37823,,True,133
j,NONE,3.77,"J,Smith;",NONE,MUS,smith,,37728,,,133
,NONE,NONE,"S,Fairbanks;E,Namaki;",NONE,MUS,,,32629,,,140
,NONE,NONE,"P,Varga;",NONE,MUS,,,38163,,,144
,NONE,NONE,"P,Varga;",NONE,MUS,,,50439,,,144
,NONE,NONE,"J,Escobar;",NONE,MUS,,,38169,,,146
,NONE,NONE,"W,Boehm;",EXCELLENT,MUS,,,38172,,True,147
,NONE,NONE,"W,Boehm;",EXCELLENT,MUS,,,50441,,True,147
,NONE,NONE,"J,Thorpe;",NONE,MUS,,,38170,,,148
,NONE,NONE,"J,Thorpe;",NONE,MUS,,,50442,,,148
,NONE,NONE,"J,Howard;",NONE,MUS,,,38174,,,149
,NONE,NONE,"J,Howard;",NONE,MUS,,,50443,,,149
,NONE,NONE,"K,Kierspe;",NONE,MUS,,,50444,,,151
,NONE,NONE,"K,Kierspe;",NONE,MUS,,,39612,,,151
,NONE,NONE,"L,Humphreys;",NONE,MUS,,,50445,,,153
,NONE,NONE,"L,Humphreys;",NONE,MUS,,,39625,,,153
,NONE,NONE,"P,Karda;",NONE,MUS,,,39632,,,154
,NONE,NONE,"P,Karda;",NONE,MUS,,,50446,,,154
,NONE,NONE,"S,Tegge;",EXCELLENT,MUS,,,32636,,False,155
,NONE,NONE,"R,Flores;",NONE,MUS,,,32637,,,158
,NONE,NONE,"D,Georgantonis;",NONE,MUS,,,32638,,,158
,NONE,NONE,"R,Flores;D,Georgantonis;",NONE,MUS,,,59765,,,158
,NONE,NONE,"L,Lewis-Nicol;C,Stephens;",NONE,MUS,,,47883,,,163
,NONE,NONE,"R,Bridgewater;",NONE,MUS,,,47690,,,166
,NONE,NONE,"G,Calderon;J,Orcherton;",OUTSTANDING,MUS,,,37513,,True,169
,NONE,NONE,"J,Orcherton;V,Richards;",NONE,MUS,,,37522,,,169
,NONE,NONE,"J,Mauck;J,Orcherton;",OUTSTANDING,MUS,,,37523,,True,169
,NONE,NONE,"J,Orcherton;N,Young;",NONE,MUS,,,39658,,,169
,NONE,NONE,"J,Orcherton;A,Sandoval-Montanez;",NONE,MUS,,,39659,,,169
,NONE,NONE,"S,Olson;J,Orcherton;",EXCELLENT,MUS,,,37514,,True,169
,NONE,NONE,"J,Orcherton;E,Valentin-Martinez;",NONE,MUS,,,37515,,,169
,NONE,NONE,"J,Orcherton;C,Willhoft;",OUTSTANDING,MUS,,,37516,,True,169
,NONE,NONE,"K,Hunt;J,Orcherton;",NONE,MUS,,,37517,,,169
,NONE,NONE,"J,Orcherton;B,Pattison;",EXCELLENT,MUS,,,37518,,True,169
,NONE,NONE,"M,Miller;J,Orcherton;",NONE,MUS,,,37519,,,169
,NONE,NONE,"J,Hunt;J,Orcherton;",NONE,MUS,,,37520,,,169
,NONE,NONE,"J,Orcherton;E,Venturella;",OUTSTANDING,MUS,,,37521,,True,169
,NONE,NONE,"J,Orcherton;",NONE,MUS,,,42697,,,169
,NONE,NONE,"J,Hickey;E,Hu;",NONE,MUS,,,37390,,,172
,NONE,NONE,"J,Hickey;",NONE,MUS,,,37376,,,172
,NONE,NONE,"J,Hickey;E,Hu;",NONE,MUS,,,37419,,,172
,NONE,NONE,"J,Hickey;",NONE,MUS,,,37420,,,172
,NONE,NONE,"J,Hickey;L,Lewis-Nicol;",NONE,MUS,,,48208,,,172
,NONE,NONE,"B,Coleman;J,Hickey;",NONE,MUS,,,48328,,,172
,NONE,NONE,"B,Coleman;J,Hickey;",NONE,MUS,,,30565,,,173
,NONE,NONE,"J,Hickey;",NONE,MUS,,,41703,,,173
,NONE,NONE,"J,Hickey;",NONE,MUS,,,45568,,,173
,NONE,NONE,"J,Hickey;D,Robinson;",NONE,MUS,,,32623,,,174
,NONE,NONE,"J,Hickey;E,Hu;",EXCELLENT,MUS,,,32626,,True,174
,NONE,NONE,,NONE,MUS,,,10009,,,199
,NONE,NONE,"G,Sanchez Portuguez;",NONE,MUS,,,24158,,,199
,NONE,NONE,"A,Yeung;",NONE,MUS,,,72196,,,199
a,NONE,2.72,"M,Chiu;A,Skorobogatykh;",NONE,MUS,skorobogatykh,,39966,,,201
n,NONE,2.99,"M,Chiu;S,Yi;",NONE,MUS,yi,,39967,,,201
t,NONE,3.37,"M,Chiu;T,Zhang;",NONE,MUS,zhang,,39968,,,201
,NONE,NONE,"M,Chiu;C,Liddell;",NONE,MUS,,,53912,,,201
,NONE,NONE,"M,Chiu;",NONE,MUS,,,39963,,,201
,NONE,NONE,"R,Taube;",NONE,MUS,,,69401,,,205
,NONE,NONE,"S,Taylor;",NONE,MUS,,,30584,,,206
,NONE,NONE,"G,Sanchez Portuguez;A,Skorobogatykh;",EXCELLENT,MUS,,,37705,,False,207
,NONE,NONE,"G,Sanchez Portuguez;S,Yi;",EXCELLENT,MUS,,,37702,,False,207
,NONE,NONE,"G,Sanchez Portuguez;T,Zhang;",OUTSTANDING,MUS,,,37700,,True,207
,NONE,NONE,"C,Liddell;G,Sanchez Portuguez;",EXCELLENT,MUS,,,37694,,False,207
,NONE,NONE,"G,Sanchez Portuguez;",EXCELLENT,MUS,,,53913,,False,207
,NONE,NONE,"L,Holden;",NONE,MUS,,,37698,,,207
,NONE,NONE,"L,Gray;",NONE,MUS,,,37692,,,207
,NONE,NONE,"E,Warner;S,Wigley;",NONE,MUS,,,70719,,,222
,NONE,NONE,"K,Geraldi;H,Rudy;",NONE,MUS,,,32613,,,242
,NONE,NONE,"K,Fleming;K,Geraldi;",NONE,MUS,,,32619,,,242
a,NONE,3.77,"A,Kruse;",OUTSTANDING,MUS,kruse,,32475,,False,243
,NONE,NONE,,NONE,MUS,,,10011,,,299
,NONE,NONE,"M,Eagen-Jones;K,McQueen;",EXCELLENT,MUS,,,38190,,False,313
,NONE,NONE,"M,Eagen-Jones;C,Rensch;",EXCELLENT,MUS,,,38193,,True,313
,NONE,NONE,"M,Eagen-Jones;C,Rensch;",EXCELLENT,MUS,,,38196,,True,313
,NONE,NONE,"M,Eagen-Jones;K,McQueen;",EXCELLENT,MUS,,,38205,,False,313
,NONE,NONE,"M,Eagen-Jones;C,Rensch;",EXCELLENT,MUS,,,38208,,True,313
,NONE,NONE,"M,Eagen-Jones;C,Rensch;",EXCELLENT,MUS,,,75750,,True,313
m,NONE,3.28,"M,Eagen-Jones;",EXCELLENT,MUS,eagen-jones,,38184,,False,313
,NONE,NONE,"A,Solya;",OUTSTANDING,MUS,,,30591,,False,330
,NONE,NONE,"K,Fleming;K,Geraldi;",EXCELLENT,MUS,,,30592,,False,332
,NONE,NONE,"P,Shungu;",NONE,MUS,,,77729,,,336
a,NONE,3.83,"A,Kruse;",OUTSTANDING,MUS,kruse,,65132,,False,343
,NONE,NONE,"S,Fairbanks;",NONE,MUS,,,53905,,,344
,NONE,NONE,"M,Durairaj;D,Gallo;",NONE,MUS,,,30603,,,345
,NONE,NONE,"A,Solya;",OUTSTANDING,MUS,,,30605,,False,348
b,NONE,3.67,"E,Namaki;B,Sweet;M,Vecchio;",OUTSTANDING,MUS,sweet,,70388,,False,350
,NONE,NONE,"T,Carrillo;",NONE,MUS,,,43772,,,360
,NONE,NONE,"C,McNeill;",NONE,MUS,,,43770,,,362
,NONE,NONE,"J,Pugh;",NONE,MUS,,,48112,,,364
,NONE,NONE,"R,Bridgewater;",NONE,MUS,,,48111,,,368
,NONE,NONE,"C,Carrillo;",NONE,MUS,,,38240,,,406
,NONE,NONE,"E,Fieldsteel;",NONE,MUS,,,39970,,,406
,NONE,NONE,"R,Taube;",NONE,MUS,,,70309,,,406
,NONE,NONE,"R,Tharp;",NONE,MUS,,,70310,,,406
,NONE,NONE,"S,Taylor;",NONE,MUS,,,38241,,,406
e,NONE,3.35,"E,Fieldsteel;",OUTSTANDING,MUS,fieldsteel,,30640,,False,407
,NONE,NONE,"C,Carrillo;",NONE,MUS,,,32649,,,408
,NONE,NONE,"R,Tharp;",EXCELLENT,MUS,,,32652,,False,408
s,NONE,3.65,"S,Taylor;",EXCELLENT,MUS,taylor,,41534,,False,408
,NONE,NONE,"M,Takao;",EXCELLENT,MUS,,,68420,,False,410
,NONE,NONE,"N,Vallier;",NONE,MUS,,,55771,,,411
,NONE,NONE,"D,Buchanan;",NONE,MUS,,,42744,,,418
,NONE,NONE,"S,Wigley;",NONE,MUS,,,70403,,,422
,NONE,NONE,"T,Ehlen;",EXCELLENT,MUS,,,65602,,False,423
,NONE,NONE,"Y,Redman;",OUTSTANDING,MUS,,,38273,,False,430
,NONE,NONE,"J,Keeble;",NONE,MUS,,,38278,,,430
,NONE,NONE,"B,Scully;",NONE,MUS,,,38251,,,430
,NONE,NONE,"A,Yeung;",NONE,MUS,,,38271,,,430
,NONE,NONE,"J,Dee;",NONE,MUS,,,38281,,,430
,NONE,NONE,"D,Richtmeyer;",NONE,MUS,,,38283,,,430
,NONE,NONE,"C,Daval;",NONE,MUS,,,38250,,,430
,NONE,NONE,"I,Lam;",NONE,MUS,,,30643,,,431
,NONE,NONE,"L,Gray;",NONE,MUS,,,50641,,,435
d,NONE,3.85,"D,Gallo;P,Shungu;",EXCELLENT,MUS,gallo,,53906,,False,439
,NONE,NONE,"A,Kruse;",NONE,MUS,,,30657,,,447
,NONE,NONE,"C,Moersch;",NONE,MUS,,,30653,,,451
,NONE,NONE,"D,Robinson;",NONE,MUS,,,47160,,,453
,NONE,NONE,"A,Yeung;",NONE,MUS,,,62828,,,459
,NONE,NONE,"J,Spencer;",EXCELLENT,MUS,,,58635,,False,464
,NONE,NONE,"J,Gunn;M,Tilley;S,Wigley;",NONE,MUS,,,75644,,,472
,NONE,NONE,"M,Tilley;",NONE,MUS,,,30676,,,474
,NONE,NONE,,NONE,MUS,,,10014,,,499
,NONE,NONE,"L,Holden;",EXCELLENT,MUS,,,71004,,False,499
,NONE,NONE,"L,Holden;",EXCELLENT,MUS,,,42413,,False,499
,NONE,NONE,"E,Fieldsteel;",OUTSTANDING,MUS,,,38243,,False,499
,NONE,NONE,"C,Robards;",OUTSTANDING,MUS,,,72180,,False,499
,NONE,NONE,"R,Taube;",NONE,MUS,,,42410,,,499
,NONE,NONE,"J,Gunn;",NONE,MUS,,,42414,,,499
,NONE,NONE,"G,Sanchez Portuguez;",NONE,MUS,,,42679,,,499
,NONE,NONE,"A,Yeung;",NONE,MUS,,,72195,,,499
,NONE,NONE,"T,Ehlen;I,Hobson;",NONE,MUS,,,23791,,,499
,NONE,NONE,"C,McNeill;",NONE,MUS,,,38619,,,499
,NONE,NONE,"J,Pugh;",EXCELLENT,MUS,,,23793,,False,499
,NONE,NONE,"R,Bridgewater;",NONE,MUS,,,38247,,,499
,NONE,NONE,"L,Lewis-Nicol;C,Stephens;",NONE,MUS,,,23777,,,499
,NONE,NONE,"R,Bridgewater;",NONE,MUS,,,38620,,,499
,NONE,NONE,"K,Fleming;",NONE,MUS,,,42412,,,499
,NONE,NONE,"C,Daval;",NONE,MUS,,,50296,,,499
,NONE,NONE,"P,Shungu;",NONE,MUS,,,56797,,,499
,NONE,NONE,"R,Haken;",NONE,MUS,,,38249,,,499
,NONE,NONE,"A,Yeung;",NONE,MUS,,,72657,,,500
,NONE,NONE,"B,Scully;",NONE,MUS,,,62524,,,500
,NONE,NONE,"B,Scully;",NONE,MUS,,,69804,,,500
,NONE,NONE,"C,Daval;",NONE,MUS,,,72662,,,500
,NONE,NONE,"C,Moersch;",NONE,MUS,,,57945,,,500
,NONE,NONE,"D,McDonough;",NONE,MUS,,,72661,,,500
,NONE,NONE,"D,Richtmeyer;",NONE,MUS,,,72660,,,500
,NONE,NONE,"L,Freivogel;",NONE,MUS,,,72658,,,500
,NONE,NONE,"G,Sanchez Portuguez;",NONE,MUS,,,67522,,,500
,NONE,NONE,"J,Keeble;",NONE,MUS,,,69754,,,500
,NONE,NONE,"M,Freivogel;",NONE,MUS,,,72659,,,500
,NONE,NONE,"N,Lee;",OUTSTANDING,MUS,,,67275,,False,500
,NONE,NONE,"S,Koo;",NONE,MUS,,,69693,,,500
,NONE,NONE,"T,Ehlen;",NONE,MUS,,,62412,,,500
,NONE,NONE,"M,Chiu;",EXCELLENT,MUS,,,62409,,False,502
m,NONE,3.71,"M,Chiu;",EXCELLENT,MUS,chiu,,62410,,False,502
,NONE,NONE,"C,Stephens;",NONE,MUS,,,64411,,,504
,NONE,NONE,,NONE,MUS,,,10017,,,505
,NONE,NONE,"C,Carrillo;",NONE,MUS,,,61352,,,506
,NONE,NONE,"E,Fieldsteel;",NONE,MUS,,,38312,,,506
,NONE,NONE,"R,Taube;",NONE,MUS,,,41990,,,506
,NONE,NONE,"K,Livengood;",NONE,MUS,,,38313,,,506
,NONE,NONE,"R,Tharp;",NONE,MUS,,,39974,,,506
,NONE,NONE,"S,Taylor;",EXCELLENT,MUS,,,39975,,False,506
,NONE,NONE,"S,Tipei;",NONE,MUS,,,38308,,,506
,NONE,NONE,"C,Carrillo;",NONE,MUS,,,39977,,,507
,NONE,NONE,"K,Geraldi;",NONE,MUS,,,69202,,,509
,NONE,NONE,"C,Ramirez;",NONE,MUS,,,30716,,,511
,NONE,NONE,"D,Buchanan;",EXCELLENT,MUS,,,74056,,False,517
,NONE,NONE,"D,Buchanan;",EXCELLENT,MUS,,,76355,,False,518
,NONE,NONE,"M,Silvers;",EXCELLENT,MUS,,,32821,,False,523
,NONE,NONE,"C,Ramirez;",NONE,MUS,,,32824,,,523
,NONE,NONE,"M,Takao;",NONE,MUS,,,32825,,,523
,NONE,NONE,,NONE,MUS,,,10026,,,525
,NONE,NONE,"G,Magee;",EXCELLENT,MUS,,,30734,,False,528
,NONE,NONE,"G,Magee;",EXCELLENT,MUS,,,59798,,False,528
,NONE,NONE,"C,Bashford;",NONE,MUS,,,45134,,,528
,NONE,NONE,"C,Bashford;",NONE,MUS,,,76015,,,528
,NONE,NONE,"N,Vallier;",EXCELLENT,MUS,,,77847,,False,528
,NONE,NONE,"N,Vallier;",EXCELLENT,MUS,,,77848,,False,528
,NONE,NONE,"G,Magee;",EXCELLENT,MUS,,,58089,,False,528
,NONE,NONE,"G,Magee;",EXCELLENT,MUS,,,64380,,False,528
,NONE,NONE,,NONE,MUS,,,10022,,,530
,NONE,NONE,"D,Gallo;",OUTSTANDING,MUS,,,64959,,False,532
,NONE,NONE,"B,Sweet;",EXCELLENT,MUS,,,30649,,False,533
,NONE,NONE,"B,Sweet;",NONE,MUS,,,77623,,,534
,NONE,NONE,"K,Geraldi;",NONE,MUS,,,30766,,,540
,NONE,NONE,"D,Gallo;",NONE,MUS,,,77621,,,543
,NONE,NONE,"C,Watson;",NONE,MUS,,,30720,,,546
,NONE,NONE,"C,McNeill;",NONE,MUS,,,48117,,,548
,NONE,NONE,"A,Megill;",NONE,MUS,,,71887,,,550
,NONE,NONE,"A,Megill;",NONE,MUS,,,77940,,,551
,NONE,NONE,"C,Watson;",NONE,MUS,,,32827,,,553
,NONE,NONE,"A,Megill;",NONE,MUS,,,71888,,,555
,NONE,NONE,"Y,Redman;",NONE,MUS,,,77442,,,556
,NONE,NONE,"C,Moersch;",NONE,MUS,,,30740,,,557
,NONE,NONE,"C,Robards;",OUTSTANDING,MUS,,,30741,,False,558
,NONE,NONE,"D,Robinson;",NONE,MUS,,,30743,,,559
,NONE,NONE,"R,Haken;",NONE,MUS,,,32830,,,560
,NONE,NONE,"G,Sanchez Portuguez;",NONE,MUS,,,75914,,,560
,NONE,NONE,"L,Freivogel;M,Freivogel;",NONE,MUS,,,76660,,,560
,NONE,NONE,"J,Minor;",NONE,MUS,,,38317,,,561
,NONE,NONE,"J,Keeble;",NONE,MUS,,,38316,,,561
,NONE,NONE,"B,Scully;",NONE,MUS,,,38323,,,561
,NONE,NONE,"J,Dee;",NONE,MUS,,,38318,,,561
,NONE,NONE,"D,Richtmeyer;",NONE,MUS,,,38320,,,561
,NONE,NONE,"S,Tegge;",NONE,MUS,,,38325,,,561
,NONE,NONE,"C,Daval;",NONE,MUS,,,38321,,,561
,NONE,NONE,"A,Megill;",NONE,MUS,,,30774,,,563
,NONE,NONE,"A,Megill;",NONE,MUS,,,30782,,,564
,NONE,NONE,"A,Megill;",NONE,MUS,,,30784,,,565
,NONE,NONE,"C,Watson;",NONE,MUS,,,61876,,,572
,NONE,NONE,"K,Geraldi;",NONE,MUS,,,58298,,,573
,NONE,NONE,"C,McNeill;",NONE,MUS,,,50640,,,574
,NONE,NONE,,NONE,MUS,,,10028,,,576
,NONE,NONE,,NONE,MUS,,,10030,,,599
,NONE,NONE,"T,Ehlen;",NONE,MUSC,,,74319,,,101
,NONE,NONE,"R,Sennet;",NONE,MUSC,,,74320,,,101
,NONE,NONE,"W,Heiles;",NONE,MUSC,,,74321,,,101
,NONE,NONE,"T,Ehlen;X,Xu;",NONE,MUSC,,,76070,,,101
,NONE,NONE,"T,Ehlen;X,Xu;",NONE,MUSC,,,75046,,,101
,NONE,NONE,"T,Ehlen;X,Xu;",NONE,MUSC,,,75048,,,101
,NONE,NONE,"C,Moersch;",NONE,MUSC,,,74322,,,102
,NONE,NONE,"D,Robinson;",NONE,MUSC,,,74323,,,103
,NONE,NONE,"D,Robinson;",NONE,MUSC,,,77606,,,103
,NONE,NONE,"Y,Redman;",OUTSTANDING,MUSC,,,74324,,False,105
,NONE,NONE,"J,Siena;",NONE,MUSC,,,74325,,,105
,NONE,NONE,"N,Gunn;",NONE,MUSC,,,74326,,,105
,NONE,NONE,"D,Harris;",NONE,MUSC,,,74327,,,105
,NONE,NONE,"O,Davis;",OUTSTANDING,MUSC,,,74328,,False,105
,NONE,NONE,"S,Stone;",NONE,MUSC,,,74329,,,105
,NONE,NONE,"L,Herrera;",EXCELLENT,MUSC,,,74330,,False,105
,NONE,NONE,"S,Wigley;",NONE,MUSC,,,74331,,,105
,NONE,NONE,"L,Herrera;L,McAdow;",EXCELLENT,MUSC,,,74332,,True,105
,NONE,NONE,"L,Herrera;C,Wingfield;",OUTSTANDING,MUSC,,,75095,,True,105
,NONE,NONE,"L,Herrera;J,Scannell;",EXCELLENT,MUSC,,,75096,,True,105
,NONE,NONE,"E,Warner;S,Wigley;",EXCELLENT,MUSC,,,76069,,True,105
,NONE,NONE,"L,Herrera;L,McAdow;",EXCELLENT,MUSC,,,76639,,True,105
,NONE,NONE,"L,Herrera;C,Wingfield;",OUTSTANDING,MUSC,,,77970,,True,105
,NONE,NONE,"L,Herrera;J,Scannell;",EXCELLENT,MUSC,,,77971,,True,105
,NONE,NONE,"S,Wigley;",NONE,MUSC,,,75083,,,105
,NONE,NONE,"L,Herrera;L,McAdow;",EXCELLENT,MUSC,,,75084,,True,105
,NONE,NONE,"L,Herrera;C,Wingfield;",OUTSTANDING,MUSC,,,75086,,True,105
,NONE,NONE,"L,Herrera;J,Scannell;",EXCELLENT,MUSC,,,75087,,True,105
,NONE,NONE,"E,Warner;S,Wigley;",EXCELLENT,MUSC,,,75089,,True,105
,NONE,NONE,"N,Lee;",NONE,MUSC,,,74334,,,110
,NONE,NONE,"M,Freivogel;",NONE,MUSC,,,74335,,,110
,NONE,NONE,"S,Koo;",NONE,MUSC,,,74336,,,110
,NONE,NONE,"R,Haken;",NONE,MUSC,,,74337,,,110
,NONE,NONE,"N,Lee;A,Wallace;",NONE,MUSC,,,74338,,,110
,NONE,NONE,"N,Lee;A,Wallace;",NONE,MUSC,,,75704,,,110
,NONE,NONE,"S,Koo;",NONE,MUSC,,,75706,,,110
,NONE,NONE,"N,Lee;A,Wallace;",NONE,MUSC,,,75707,,,110
,NONE,NONE,"N,Lee;L,Zhao;",OUTSTANDING,MUSC,,,74339,,True,110
,NONE,NONE,"N,Lee;L,Zhao;",OUTSTANDING,MUSC,,,75705,,True,110
,NONE,NONE,"R,Haken;",NONE,MUSC,,,77645,,,110
,NONE,NONE,"R,Haken;",NONE,MUSC,,,74340,,,111
,NONE,NONE,"L,Freivogel;",NONE,MUSC,,,74341,,,111
,NONE,NONE,"L,Freivogel;V,Wiley;",NONE,MUSC,,,76659,,,111
,NONE,NONE,"L,Freivogel;V,Wiley;",NONE,MUSC,,,74342,,,111
,NONE,NONE,"L,Freivogel;V,Wiley;",NONE,MUSC,,,74343,,,111
,NONE,NONE,"R,Haken;",NONE,MUSC,,,76640,,,111
,NONE,NONE,"D,McDonough;",OUTSTANDING,MUSC,,,74344,,False,112
,NONE,NONE,"D,Djokic;",NONE,MUSC,,,74345,,,112
,NONE,NONE,"L,Gaynon;D,McDonough;",OUTSTANDING,MUSC,,,76665,,False,112
,NONE,NONE,"L,Gaynon;D,McDonough;",OUTSTANDING,MUSC,,,76078,,False,112
,NONE,NONE,"L,Gaynon;D,McDonough;",OUTSTANDING,MUSC,,,76079,,False,112
,NONE,NONE,"L,Gray;",NONE,MUSC,,,74346,,,113
,NONE,NONE,"L,Gray;H,Tseng;",NONE,MUSC,,,75710,,,113
,NONE,NONE,"L,Gray;H,Tseng;",NONE,MUSC,,,75711,,,113
,NONE,NONE,"A,Yeung;",OUTSTANDING,MUSC,,,74349,,False,114
,NONE,NONE,"A,Yeung;",OUTSTANDING,MUSC,,,77446,,False,114
,NONE,NONE,"A,Yeung;",OUTSTANDING,MUSC,,,75049,,False,114
,NONE,NONE,"A,Yeung;",OUTSTANDING,MUSC,,,75050,,False,114
,NONE,NONE,"G,Sanchez Portuguez;",NONE,MUSC,,,74350,,,115
,NONE,NONE,"A,Alvarado Azofeifa;G,Sanchez Portuguez;",NONE,MUSC,,,74351,,,115
,NONE,NONE,"S,Rizo Bozzoli;G,Sanchez Portuguez;",NONE,MUSC,,,78022,,,115
,NONE,NONE,"A,Alvarado Azofeifa;G,Sanchez Portuguez;",NONE,MUSC,,,75053,,,115
,NONE,NONE,"A,Alvarado Azofeifa;G,Sanchez Portuguez;",NONE,MUSC,,,75054,,,115
,NONE,NONE,"S,Rizo Bozzoli;G,Sanchez Portuguez;",NONE,MUSC,,,77880,,,115
,NONE,NONE,"S,Rizo Bozzoli;G,Sanchez Portuguez;",NONE,MUSC,,,77879,,,115
,NONE,NONE,"R,Haken;",NONE,MUSC,,,76449,,,116
,NONE,NONE,"R,Haken;",NONE,MUSC,,,76450,,,116
,NONE,NONE,"R,Haken;",NONE,MUSC,,,76451,,,116
,NONE,NONE,"R,Haken;",NONE,MUSC,,,77448,,,117
,NONE,NONE,"J,Keeble;",OUTSTANDING,MUSC,,,74352,,False,120
,NONE,NONE,"J,Escobar;J,Keeble;",OUTSTANDING,MUSC,,,74353,,False,120
,NONE,NONE,"J,Escobar;J,Keeble;",OUTSTANDING,MUSC,,,74355,,False,120
,NONE,NONE,"J,Keeble;",OUTSTANDING,MUSC,,,74354,,False,120
,NONE,NONE,"J,Dee;",OUTSTANDING,MUSC,,,74356,,False,121
,NONE,NONE,"W,Boehm;J,Dee;",OUTSTANDING,MUSC,,,74357,,False,121
,NONE,NONE,"J,Dee;",OUTSTANDING,MUSC,,,77561,,False,121
,NONE,NONE,"W,Boehm;J,Dee;",OUTSTANDING,MUSC,,,75055,,False,121
,NONE,NONE,"W,Boehm;J,Dee;",OUTSTANDING,MUSC,,,75056,,False,121
,NONE,NONE,"T,McGovern;",NONE,MUSC,,,74359,,,122
,NONE,NONE,"J,Howard;",NONE,MUSC,,,75701,,,122
,NONE,NONE,"J,Howard;",NONE,MUSC,,,75702,,,122
,NONE,NONE,"I,de Rezende Ferreira Sobrinho;",NONE,MUSC,,,74361,,,123
